34900 , 6.77
34894 , 29.04
34889 , 29.41
34881 , 3.71
34879 , 4.08
34875 , 60.59
34873 , 65.89
34872 , 0.66
34856 , 5.36
34852 , 70.71
34848 , 51.96
34847 , 5.96
34844 , 2.46
34829 , 105.10
34827 , 2.54
34824 , 4.75
34821 , 2.22
34810 , 1.20
34802 , 4.86
34799 , 3.81
34798 , 0.51
34795 , 0.72
34770 , 1.20
34762 , 33.07
34760 , 55.86
34758 , 57.88
34755 , 10.58
34754 , 167.79
34753 , 1.99
34748 , 113.46
34744 , 117.34
34737 , 108.21
34735 , 71.48
34734 , 110.50
34732 , 117.49
34729 , 11.66
34728 , 136.14
34726 , 263.38
34725 , 140.78
34723 , 115.72
34716 , 0.43
34707 , 4.01
34700 , 58.43
34698 , 158.39
34697 , 31.52
34694 , 11.88
34691 , 1.36
34687 , 190.20
34685 , 18.06
34684 , 69.69
34678 , 0.97
34675 , 1.57
34672 , 6.91
34671 , 7.90
34670 , 0.73
34669 , 30.15
34668 , 198.29
34667 , 24.39
34666 , 136.75
34664 , 280.97
34662 , 36.38
34652 , 0.79
34647 , 3.83
34644 , 167.66
34642 , 5.09
34641 , 198.58
34640 , 51.10
34637 , 5.09
34635 , 59.97
34634 , 274.17
34633 , 82.91
34632 , 216.00
34630 , 67.79
34625 , 0.13
34623 , 9.45
34619 , 233.30
34618 , 21.98
34616 , 48.18
34612 , 319.61
34609 , 12.39
34608 , 37.69
34605 , 115.62
34604 , 310.95
34602 , 16.15
34595 , 0.76
34593 , 0.52
34592 , 369.08
34591 , 178.15
34590 , 323.62
34583 , 1.41
34582 , 144.55
34580 , 235.06
34579 , 332.43
34571 , 143.14
34570 , 71.33
34569 , 150.56
34565 , 366.55
34560 , 368.06
34558 , 46.19
34557 , 56.67
34555 , 300.28
34554 , 153.99
34550 , 178.85
34548 , 109.89
34542 , 29.89
34541 , 999.78
34540 , 101.70
34538 , 80.65
34536 , 82.15
34535 , 80.52
34534 , 13.86
34533 , 4.82
34532 , 16.41
34531 , 19.96
34523 , 19.48
34517 , 14.70
34512 , 6.06
34511 , 199.39
